Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
19820209LAJON,1982/2/9,Winter,John McDonough Senior High,New Orleans,LA,High,Yes,Escalating argument between students - they shot each other
19820208MADOD,1982/2/8,Winter,Dorchester High School,Dorchester,MA,High,Yes,Shooter was showing off gun in class and accidentally shot victim 
19820205TNHAM,1982/2/5,Winter,Hamilton High School,Memphis,TN,High,No,Robbery of teacher who was collecting money outside HS basketball game
19811223NYJAB,1981/12/23,Winter,James Madison High School,Brooklyn,NY,High,Yes,Fight between a group of students - victim was bystander
19811216TXUNH,1981/12/16,Winter,Unnamed school,Houston,TX,High,Yes,Shooting followed two day argument over a girl
19811209NYGEB,1981/12/9,Winter,George W. Wingate High School,Brooklyn,NY,High,,Attempted robbery - shot for gold ring
19811013CTHAH,1981/10/13,Fall,Hartford Public High School,Hartford,CT,High,Yes,Students arguing over $1 gambling debt
19810913MDABA,1981/9/13,Fall,Aberdeen High School,Aberdeen,MD,High,No,"Shot by officer, situation unclear, may have been vandalizing school"
19810908FLSTW,1981/9/8,Fall,Stuart Middle School,West Palm Beach,FL,Middle,Yes,12 year old boy shot .22 caliber handgun into classroom wall then went outside and shot himself in stomach
19810904NMHOS,1981/9/4,Fall,Hobbs High School,Santa Fe,NM,High,Yes,"2 student shot outside of school, shooter fled"
19810901PAWIP,1981/9/1,Fall,William Longstreth Elementary School,Philadelphia,PA,Elementary,No,"Fight between rival gang members on basketball court, 2 bystanders stuck"
19810515LANEN,1981/5/15,Spring,New Iberia Junior HIgh School,New Iberia,LA,Junior High,Yes,Vice Principal shoots teacher in language arts class before school
19810407MSPOP,1981/4/7,Spring,Poplarville High School,Poplarville,MS,High,Yes,Victim shot by unknown assailant while standing next to school building
19810402OHALC,1981/4/2,Spring,Alexander Hamilton Junior High School,Cleveland,OH,Junior High,Yes,Shooter tried to talk victim out of testifying
19810328FLDIF,1981/3/28,Spring,Dillard High School,Fort Lauderdale,FL,High,No,Shot outside the school dance following an argument with suspects
19810303INMAI,1981/3/3,Spring,Marshall High School ,Indianapolis,IN,High,Yes,Ongoing conflicts with fellow students
19810210CAMAL,1981/2/10,Winter,Manuel Arts High School,Los Angeles,CA,High,Yes,Gang shooting in outdoor courtyard
19810210ARLIL,1981/2/10,Winter,Little Rock Hall High School,Little Rock,AR,High,Yes,Shooter and victim get into argument on bus - shooter shoots victim once they arrive to school
19810122MDFRB,1981/1/22,Winter,Francis M. Wood Senior High School,Baltimore,MD,High,Yes,"Shooter and victim fought earlier, when challenged again, shooter pull gun and shot victim"
19810121OHWIB,1981/1/21,Winter,Willetts Middle School,Brunswick,OH,Junior High,Yes,14-year old student walks into class before school and shoots teacher in hip
19801212OHLOL,1980/12/12,Winter,Longfellow Junior HIgh School,Lorain,OH,Junior High,Yes,Shot school counselor - held 30 hostages until surrendered to police
19801212ALPAB,1980/12/12,Winter,Parker High School,Birmingham,AL,High,Yes,"Coach was escorting 4 non-students out of school, one pulled a gun and fired striking a female student then the group fled"
19801117TXEAF,1980/11/17,Fall,Eastern Hills High School,Fort Worth,TX,High,Yes,Occurred in school parking lot - on going argument
19801031ALHUH,1980/10/31,Fall,Hueytown High School,Hueytown,AL,High,Yes,Shooter pulled out a .22 caliber pistol and wounded a fellow student in the art room then shot himself
19801013ALCET,1980/10/13,Fall,Central High School,Tuscaloosa,AL,High,No,"Student shot another student in the back after school, motive unknown"
19800926CTBRB,1980/9/26,Fall,Bridgeport Central High School,Bridgeport,CT,High,Yes,"Looking for ex-girlfriend, fired indiscriminately when he could not find her"
19800911ALJOM,1980/9/11,Fall,John S. Shaw High School,Mobile,AL,High,Yes,Ongoing fight between teachers
19800910DCSPW,1980/9/10,Fall,Springarn High School,Washington,DC,High,Yes,"Playing with gun during assembly, shot friend"
19800908FLFOJ,1980/9/8,Fall,Forrest High School,Jacksonville,FL,High,Yes,Shots fired during fight in parking lot
19800902CAWHL,1980/9/2,Fall,Whittier High School,Los Angeles,CA,High,No,Fired shotgun at football team during practice
19800530NYCLB,1980/5/30,Spring,Clara Barton High School,Brooklyn,NY,High,Yes,Student playing with gun in class accidentally shot self
19800417VACAC,1980/4/17,Spring,Capeville Elementary School,Capeville,VA,Elementary,Yes,Killed estranged wife (school employee) and school principal in their office
19800331MDFRB,1980/3/31,Spring,Frederick Douglass Senior High School,Baltimore,MD,High,Yes,Shot fired during fight in hallway between students with Ongoing dispute
19800320TXJLD,1980/3/20,Spring,J Leslie Patton School,Dallas,TX,High,No,Unknown suspect targeted teacher shot after school
19800215MSHUM,1980/2/15,Winter,Hughes School,McComb,MS,Other,Yes,School teacher was shot be her husband outside school building
19800211INARI,1980/2/11,Winter,Arsenal Technical High School,Indianapolis,IN,High,Yes,Robbery or a drug deal gone bad
19800207TXVAL,1980/2/7,Winter,Valley View Elementary School,Longview,TX,Elementary,Yes,Youth showing gun off at school - accidentally went off striking student
19800201DCLAW,1980/2/1,Winter,Langdon Elementary School,"Washington, DC",DC,Elementary,Yes,"Showing off gun in bathroom, pulled trigger to prove it was real"
19800129VALAW,1980/1/29,Winter,Lafayette High School,Williamsburg,VA,High,Yes,Shooter shot self in chest in school library
19800107ARSTS,1980/1/7,Winter,Stamps High School,Stamps,AR,High,Yes,Student shot other student 3 times in class then walked to principals office and handed over gun
19791221MOBLS,1979/12/21,Winter,Blewett Middle School,St. Louis,MO,Middle,Yes,Fight during dispute over money resulted in shooting
19791203MDEAB,1979/12/3,Winter,Eastern High School,Baltimore,MD,High,Yes,Three student gang members fired at rival gang members who fired back in cafeteria
19791130TXUNL,1979/11/30,Fall,Unknown School,Lewisville,TX,,Yes,14 year old student shot 11 year old girl in school hallway - unknown motive
19791105INWAI,1979/11/5,Fall,Washington High School,Indianapolis,IN,High,Yes,Student shot other student exiting school
19791023MOOFS,1979/10/23,Fall,O Fallen Technical High School,St. Louis,MO,High,Yes,Argument over stolen watch
19790928MACHC,1979/9/28,Fall,Charlestown High School,Charlestown,MA,High,No,Racial Tension in Neighborhood
19790926LACAN,1979/9/26,Fall,Carter G. Woodson Middle School,New Orleans,LA,Middle,Yes,Two students shot each other with same gun during fight
19790614OHNEN,1979/6/14,Summer,New Carlisle Elementary School,New Carlisle,OH,Elementary,No,Youths playing with gun when accidentally went off killing student
19790426TXAZA,1979/4/26,Spring,Azle Junior High School,Azle,TX,High,Yes,Ongoing dispute for months escalated into shooting
19790425PAMAH,1979/4/25,Spring,Martin L. Mattei Junior High School,Hughestown,PA,Junior High,Yes,Teacher shot in head by stray bullet fired from 3/4 mile away
19790416WIWIM,1979/4/16,Spring,Wisconsin Lutheran High School,Milwaukee,WI,High,No,Janitor shot student for throwing rocks at the school
19790328CALOL,1979/3/28,Spring,Los Angeles High School,Los Angeles,CA,High,Yes,Attempted robbery and rape of teacher in classroom
19790314FLMCM,1979/3/14,Spring,McArthur High School North,Miami,FL,High,Yes,Teacher came to aid of another teacher who was being robbed. Teacher was shot
19700226CABAB,1979/2/26,Winter,Barstow High School,Barstow,CA,High,Yes,Student fired multiple shots when classes changed hitting 3 students
19790226CABAB,1979/2/26,Winter,Barstow High School,Barstow,CA,High,Yes,Student shot three other students when classes changed
19790129CAGRS,1979/1/29,Winter,Grover Cleveland Elementary School,San Diego,CA,Elementary,Yes,Shooter barricaded herself in house across the street and shot at random students
19781214CTWIN,1978/12/14,Winter,Wilbur Cross High School,New Haven,CT,High,Yes,Armed robbery of school store
19781129NYPAN,1978/11/29,Fall,Park West High School,New York,NY,High,Yes,Showing off gun in class when gun accidentally went off striking student
19781017MOUNU,1978/10/17,Fall,University City High School,University City,MO,High,Yes,Shooter argued with victims in parking lot before getting gun from car and shooting them
19781017ALLAL,1978/10/17,Fall,Lanett Junior High School,Lanett,AL,Junior High,Yes,Shot principal after being paddled for truancy
19780610MAWEW,1978/6/10,Summer,Weymouth South High School,Weymouth,MA,High,No,Student shot self on stage at commencement
19780607DEDOD,1978/6/7,Summer,Dover Air High,Dover,DE,High,No,Accidental shooting at school picnic
19780519PADOP,1978/5/19,Spring,Downtown Junior High School,Philadelphia,PA,Junior High,Yes,Shots deliberately fired a school bus
19780518TXMUA,1978/5/18,Spring,Murchison Junior High School,Austin,TX,Junior High,Yes,Shot teacher multiple times in classroom
19780428ILRIN,1978/4/28,Spring,Ridgewood High School,Norridge,IL,High,No,Shooting outside school dance
19780426TXPAD,1978/4/26,Spring,Paul Dunbar Elementary School,Dallas,TX,Elementary,Yes,Victim had spanked shooter's granddaughter
19780414MIFOD,1978/4/14,Spring,Fordson High School,Detroit,MI,High,Yes,Shot in head in locker room
19780329TNGAN,1978/3/29,Spring,Gallatin Junior High School,Nashville,TN,Junior High,No,Principal shot at parent after he was called racial slur and fear they would attack him
19780309CAMOS,1978/3/9,Spring,Monroe Elementary School,Santa Rosa,CA,Elementary,Yes,"Student struck in classroom, teen was shooting at cans hundreds of yards away"
19780222MIEVL,1978/2/22,Winter,Everett High School,Lansing,MI,High,Yes,"Bullying, shooter was self-proclaimed Nazi, taunted for beliefs"
19780209WVHAS,1978/2/9,Winter,Hayes Junior High School,St. Albans,WV,Junior High,Yes,Ongoing fights and bullying between shooter and victim
19780111KYCHH,1978/1/11,Winter,Christian County Middle School,Hopkinsville,KY,Middle,Yes,Shooting following an argument between students the night before
19771215MABLC,1977/12/15,Winter,Blue Hills Vocational High School,Canton,MA,High,Yes,"Shooter wore bag over head and went into classroom shooting, pulled fire alarm to hide escape"
19771212FLWEW,1977/12/12,Winter,West Orange High School,Winter Garden,FL,High,No,"Suspect, assistant principal, shot and killed principle during after school meeting where he was being reprimanded for advances on 16 year old student."
19771209CAPES,1977/12/9,Winter,Petaluma McNear Elementary,Santa Rosa,CA,Elementary,Yes,"Shot 3 shots at estranged wife, tackled by principal and 3 other staff"
19771129MOVAS,1977/11/29,Fall,Vashon High School,St. Louis,MO,High,Yes,Shot another student in 2nd floor hallway
19771129MOHAS,1977/11/29,Fall,Hazelwood Central Senior High School,St. Louis,MO,High,No,Fired shots into school windows during awards ceremony
19770711COSOC,1977/7/11,Summer,South Junior High School,Colorado Springs,CO,Junior High,No,Student shot outside gym during basketball game
19770622ILHOC,1977/6/22,Summer,Holy Trinity High School,Chicago,IL,High,Yes,Two students shot during dispute outside of school building
19770517FLSTC,1977/5/17,Spring,Stone Middle School,Cocoa,FL,Middle,No,Fired multiple shots into the school building during basketball game
19770418TNPIN,1977/4/18,Spring,Pioneer Christian Academy,Nashville,TN,Other,Yes,Domestic quarrel between 2 men in school parking lot while parents were dropping kids off
19770407TXWHW,1977/4/7,Spring,Whitharral High School,Whitharral,TX,High,Yes,Killed his principal outside of school
19770321NYPAH,1977/3/21,Spring,Parochial School,Hamburg,NY,Other,Yes,"Shooting at cans, shots broke occupied school windows"
19770308ILCOE,1977/3/8,Spring,Collinsville High School,Edwardsville,IL,High,Yes,Shot asst. principal after being suspended that day
19770228TXHOA,1977/2/28,Winter,Horace Mann Junior High School,Amarillo,TX,Junior High,Yes,Student shot in leg during dispute
19770228MOROS,1977/2/28,Winter,Roosevelt High School,St. Louis,MO,High,Yes,Shot 2 students during dispute
19770209ILFEC,1977/2/9,Winter,Fenger High School,Chicago,IL,High,Yes,4 students shot during fight in stairwell between two students
19770113ILOLB,1977/1/13,Winter,Old Main Eisenhower High School,Blue Island,IL,High,Yes,"Victim wouldn't fight and shooter shot him, gym teacher tackled shooter"
19761210MOFRS,1976/12/10,Winter,Fremont School,St. Louis,MO,Elementary,Yes,"Fired shots at teacher, surrendered to police"
19761110MIBUD,1976/11/10,Fall,Burt Elementary School,Detroit,MI,Elementary,Yes,Estranged husband emotionally distraught
19760920NCGUG,1976/9/20,Fall,Guildord County School Bus,Greensboro,NC,,Yes,Fired at school bus and then shot himself
19760602MDMTC,1976/6/2,Summer,Mt. Savage High School,Cumberland,MD,High,Yes,Shot windows of four classroom from outside while school was in session
19760514FLPAW,1976/5/14,Spring,Palm Beach Gardens High School,West Palm Beach,FL,High,Yes,Fight over spitting in parking lot
19760513MOMAS,1976/5/13,Spring,Mark Twain School,St. Louis,MO,Elementary,Yes,Victim accidentally shot by shooter aiming at two other boys 
19760412TXODF,1976/4/12,Spring,O D Wyatt High School,Fort Worth,TX,High,Yes,"Dispute turned into shooting, another student hit in crossfire"
19760212MIMUD,1976/2/12,Winter,Murray-Wright High School,Detroit,MI,High,Yes,Dispute over a girlfriend
19760206FLESP,1976/2/6,Winter,Escambia High School,Pensacola,FL,High,Yes,3 hour riot due to racial tension
19760123OHCOC,1976/1/23,Winter,Columbus Central High School,Columbus,OH,High,Yes,Student shot teacher and cafeteria manager
19760101AZCAP,1976/1/1,Winter,Camelback High School,Phoenix,AZ,High,No,"Multiple shots fired striking school, vehicle, and security guard"
19751218CAORS,1975/12/18,Winter,Orange High School,Santa Ana,CA,High,Yes,Argument over the gun used in the shooting
19751024GAMUA,1975/10/24,Fall,Murphy High School,Atlanta,GA,High,Yes,Suspect shot assistant principal after being paddled
19751001NMHEA,1975/10/1,Fall,Hermosa Elementary School,Artesia,NM,Elementary,Yes,Adult shooter arrived at school and shot teacher to death
19750911OKGRO,1975/9/11,Fall,Grant High School,Oklahoma City,OK,High,Yes,Alleged result of growing tension between a group of black students and a group of white students.
19750711MOCES,1975/7/11,Summer,Central High School,St. Louis,MO,High,Yes,Ongoing dispute over bus seats
19750709ILDEC,1975/7/9,Summer,Dett Elementary School,Chicago,IL,Elementary,Yes,Teacher shot by estranged husband
